,Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,Concat
1270,o331,Ketapril,Male,24,30,10,50.12845481,1,o331-10
1271,o331,Ketapril,Male,24,30,15,54.78976769,1,o331-15
1272,o331,Ketapril,Male,24,30,20,58.96572043,1,o331-20
1273,o331,Ketapril,Male,24,30,25,61.10230575,1,o331-25
1274,o331,Ketapril,Male,24,30,30,66.33066347,1,o331-30
1275,o331,Ketapril,Male,24,30,35,70.12623754,2,o331-35
1276,o331,Ketapril,Male,24,30,40,71.44774251,3,o331-40
1277,o331,Ketapril,Male,24,30,45,78.56701362,4,o331-45
1278,o523,Propriva,Female,6,25,0,45.0,0,o523-0
1279,o523,Propriva,Female,6,25,5,45.54470008,0,o523-5
1280,o523,Propriva,Female,6,25,10,47.0810859,1,o523-10
1281,o562,Propriva,Female,4,25,0,45.0,0,o562-0
1282,o562,Propriva,Female,4,25,5,46.51495016,1,o562-5
1283,o562,Propriva,Female,4,25,10,47.14767002,1,o562-10
1284,o562,Propriva,Female,4,25,15,51.50508551,1,o562-15
1285,o562,Propriva,Female,4,25,20,53.61686347,1,o562-20
1286,o562,Propriva,Female,4,25,25,54.74273316,1,o562-25
1287,o562,Propriva,Female,4,25,30,59.65352453,1,o562-30
1288,o562,Propriva,Female,4,25,35,65.36076742,1,o562-35
1289,o562,Propriva,Female,4,25,40,71.17246321,1,o562-40
1290,o562,Propriva,Female,4,25,45,72.45542116,2,o562-45
1291,o725,Naftisol,Male,4,26,0,45.0,0,o725-0
1292,o725,Naftisol,Male,4,26,5,46.88982098,0,o725-5
1293,o725,Naftisol,Male,4,26,10,48.199452,0,o725-10
1294,o725,Naftisol,Male,4,26,15,50.01507902,1,o725-15
1295,o795,Placebo,Female,20,26,0,45.0,0,o795-0
1296,o795,Placebo,Female,20,26,5,46.76092721,1,o795-5
1297,o795,Placebo,Female,20,26,10,51.1237037,1,o795-10
1298,o795,Placebo,Female,20,26,15,55.88633793,2,o795-15
1299,o795,Placebo,Female,20,26,20,60.61005916,3,o795-20
1300,o795,Placebo,Female,20,26,25,65.74177723,4,o795-25
1301,o795,Placebo,Female,20,26,30,68.21706974,4,o795-30
1302,o795,Placebo,Female,20,26,35,69.08509415,4,o795-35
1303,o795,Placebo,Female,20,26,40,70.26647887,4,o795-40
1304,o795,Placebo,Female,20,26,45,73.05945435,4,o795-45
1305,o809,Infubinol,Male,3,25,0,45.0,0,o809-0
1306,o809,Infubinol,Male,3,25,5,46.87724316,0,o809-5
1307,o809,Infubinol,Male,3,25,10,48.6707318,0,o809-10
1308,o809,Infubinol,Male,3,25,15,49.68344504,1,o809-15
1309,o809,Infubinol,Male,3,25,20,50.33655288,1,o809-20
1310,o809,Infubinol,Male,3,25,25,52.31817407,1,o809-25
1311,o809,Infubinol,Male,3,25,30,54.832628799999995,1,o809-30
1312,o809,Infubinol,Male,3,25,35,55.62942846,1,o809-35
1313,o813,Infubinol,Male,24,28,0,45.0,0,o813-0
1314,o813,Infubinol,Male,24,28,5,45.69933088,0,o813-5
1315,o848,Stelasyn,Female,14,27,0,45.0,0,o848-0
1316,o926,Zoniferol,Male,15,29,0,45.0,0,o926-0
1317,o926,Zoniferol,Male,15,29,5,46.76116373,0,o926-5
1318,o926,Zoniferol,Male,15,29,10,47.56567364,1,o926-10
1319,o926,Zoniferol,Male,15,29,15,48.25424839,1,o926-15
1320,o926,Zoniferol,Male,15,29,20,51.82663825,2,o926-20
1321,o926,Zoniferol,Male,15,29,25,54.76333852,3,o926-25
1322,o926,Zoniferol,Male,15,29,30,56.91739838,3,o926-30
1323,o926,Zoniferol,Male,15,29,35,58.59399318,3,o926-35
1324,o926,Zoniferol,Male,15,29,40,59.90304448,3,o926-40
1325,o926,Zoniferol,Male,15,29,45,62.32796606,4,o926-45
1326,o973,Ketapril,Female,11,29,0,45.0,0,o973-0
1327,o973,Ketapril,Female,11,29,5,46.71787727,0,o973-5
1328,o973,Ketapril,Female,11,29,10,48.24579043,0,o973-10
1329,o973,Ketapril,Female,11,29,15,49.87193582,0,o973-15
1330,o973,Ketapril,Female,11,29,20,51.956993100000005,1,o973-20
1331,o973,Ketapril,Female,11,29,25,53.17981471,1,o973-25
1332,o973,Ketapril,Female,11,29,30,57.76995952,1,o973-30
1333,o973,Ketapril,Female,11,29,35,60.24221931,1,o973-35
1334,o973,Ketapril,Female,11,29,40,64.48781246,2,o973-40
1335,p136,Zoniferol,Female,5,28,0,45.0,0,p136-0
1336,p136,Zoniferol,Female,5,28,5,49.27397096,0,p136-5
1337,p136,Zoniferol,Female,5,28,10,50.90789028,0,p136-10
1338,p136,Zoniferol,Female,5,28,15,51.99141616,1,p136-15
1339,p136,Zoniferol,Female,5,28,20,54.91379857,1,p136-20
1340,p136,Zoniferol,Female,5,28,25,56.28147652,1,p136-25
1341,p136,Zoniferol,Female,5,28,30,57.05280546,1,p136-30
1342,p136,Zoniferol,Female,5,28,35,57.63078195,1,p136-35
1343,p136,Zoniferol,Female,5,28,40,61.38024887,1,p136-40
1344,p136,Zoniferol,Female,5,28,45,63.48869678,2,p136-45
1345,p189,Ketapril,Male,8,28,0,45.0,0,p189-0
1346,p189,Ketapril,Male,8,28,5,49.04870704,1,p189-5
1347,p189,Ketapril,Male,8,28,10,51.58216168,2,p189-10
1348,p189,Ketapril,Male,8,28,15,53.6755415,2,p189-15
1349,p189,Ketapril,Male,8,28,20,56.53020447,3,p189-20
1350,p189,Ketapril,Male,8,28,25,62.10895956,3,p189-25
1351,p189,Ketapril,Male,8,28,30,67.10453665,4,p189-30
1352,p189,Ketapril,Male,8,28,35,67.87377675,4,p189-35
1353,p189,Ketapril,Male,8,28,40,74.10609077,4,p189-40
1354,p189,Ketapril,Male,8,28,45,75.2949359,4,p189-45
1355,p310,Propriva,Male,6,26,0,45.0,0,p310-0
1356,p310,Propriva,Male,6,26,5,46.55853236,1,p310-5
1357,p310,Propriva,Male,6,26,10,48.66560668,1,p310-10
1358,p310,Propriva,Male,6,26,15,49.77074144,1,p310-15
1359,p310,Propriva,Male,6,26,20,54.20518054,1,p310-20
1360,p310,Propriva,Male,6,26,25,55.34183416,2,p310-25
1361,p387,Stelasyn,Male,3,30,0,45.0,0,p387-0
1362,p387,Stelasyn,Male,3,30,5,48.66763075,0,p387-5
1363,p387,Stelasyn,Male,3,30,10,53.36296294,0,p387-10
1364,p387,Stelasyn,Male,3,30,15,55.25138033,0,p387-15
1365,p387,Stelasyn,Male,3,30,20,56.58761679999999,0,p387-20
1366,p387,Stelasyn,Male,3,30,25,58.09848946,0,p387-25
1367,p387,Stelasyn,Male,3,30,30,63.26924552,0,p387-30
1368,p387,Stelasyn,Male,3,30,35,66.4922038,1,p387-35
1369,p387,Stelasyn,Male,3,30,40,69.03887618,1,p387-40
1370,p438,Ceftamin,Female,11,26,0,45.0,0,p438-0
1371,p438,Ceftamin,Female,11,26,5,46.82793418,0,p438-5
1372,p438,Ceftamin,Female,11,26,10,50.51749789,0,p438-10
1373,p438,Ceftamin,Female,11,26,15,52.19836818,0,p438-15
1374,p438,Ceftamin,Female,11,26,20,52.90529861,0,p438-20
1375,p438,Ceftamin,Female,11,26,25,54.51057493,0,p438-25
1376,p438,Ceftamin,Female,11,26,30,56.40642173,0,p438-30
1377,p438,Ceftamin,Female,11,26,35,57.53855546,1,p438-35
1378,p438,Ceftamin,Female,11,26,40,59.30528806,1,p438-40
1379,p438,Ceftamin,Female,11,26,45,61.43389223,1,p438-45
1380,p981,Stelasyn,Male,20,29,0,45.0,0,p981-0
1381,p981,Stelasyn,Male,20,29,5,47.00062717,0,p981-5
1382,p981,Stelasyn,Male,20,29,10,47.54584585,0,p981-10
1383,p981,Stelasyn,Male,20,29,15,49.65770973,0,p981-15
1384,p981,Stelasyn,Male,20,29,20,50.35806947,0,p981-20
1385,p981,Stelasyn,Male,20,29,25,52.5447048,1,p981-25
1386,p981,Stelasyn,Male,20,29,30,56.33910432,1,p981-30
1387,p981,Stelasyn,Male,20,29,35,59.13102297,1,p981-35
1388,q119,Ketapril,Male,17,30,0,45.0,0,q119-0
1389,q119,Ketapril,Male,17,30,5,47.86444,0,q119-5
1390,q119,Ketapril,Male,17,30,10,51.23660557,0,q119-10
1391,q132,Infubinol,Female,1,30,0,45.0,0,q132-0
1392,q132,Infubinol,Female,1,30,5,46.7163985,1,q132-5
1393,q132,Infubinol,Female,1,30,10,47.95384377,2,q132-10
1394,q132,Infubinol,Female,1,30,15,49.15974862,3,q132-15
1395,q132,Infubinol,Female,1,30,20,51.90902494,4,q132-20
1396,q132,Infubinol,Female,1,30,25,52.78048929999999,4,q132-25
1397,q132,Infubinol,Female,1,30,30,54.65654872,4,q132-30
1398,q483,Ceftamin,Male,6,26,0,45.0,0,q483-0
1399,q483,Ceftamin,Male,6,26,5,46.77681624,1,q483-5
1400,q483,Ceftamin,Male,6,26,10,47.8391005,1,q483-10
1401,q483,Ceftamin,Male,6,26,15,48.4684826,1,q483-15
1402,q483,Ceftamin,Male,6,26,20,50.239855799999994,1,q483-20
1403,q483,Ceftamin,Male,6,26,25,52.43006649,1,q483-25
1404,q483,Ceftamin,Male,6,26,30,54.95222585,1,q483-30
1405,q483,Ceftamin,Male,6,26,35,59.25348433,1,q483-35
1406,q483,Ceftamin,Male,6,26,40,64.19234114,1,q483-40
1407,q511,Zoniferol,Female,2,28,0,45.0,0,q511-0
1408,q511,Zoniferol,Female,2,28,5,45.83265378,0,q511-5
1409,q511,Zoniferol,Female,2,28,10,50.31164687,0,q511-10
1410,q511,Zoniferol,Female,2,28,15,52.13308139,0,q511-15
1411,q511,Zoniferol,Female,2,28,20,52.67271205,0,q511-20
1412,q511,Zoniferol,Female,2,28,25,57.25758287,0,q511-25
1413,q511,Zoniferol,Female,2,28,30,59.3643535,1,q511-30
1414,q511,Zoniferol,Female,2,28,35,60.83866059,1,q511-35
1415,q511,Zoniferol,Female,2,28,40,63.19442807,2,q511-40
1416,q511,Zoniferol,Female,2,28,45,68.61106075,3,q511-45
1417,q582,Placebo,Male,5,30,0,45.0,0,q582-0
1418,q582,Placebo,Male,5,30,5,45.95539895,1,q582-5
1419,q582,Placebo,Male,5,30,10,47.01357514,1,q582-10
1420,q582,Placebo,Male,5,30,15,48.32264018,2,q582-15
1421,q582,Placebo,Male,5,30,20,51.18597648,2,q582-20
1422,q582,Placebo,Male,5,30,25,51.96821056,2,q582-25
1423,q582,Placebo,Male,5,30,30,52.64889350000001,2,q582-30
1424,q582,Placebo,Male,5,30,35,53.71315792,2,q582-35
1425,q633,Zoniferol,Male,12,25,0,45.0,0,q633-0
1426,q633,Zoniferol,Male,12,25,5,47.18380215,0,q633-5
1427,q633,Zoniferol,Male,12,25,10,49.00186559,0,q633-10
1428,q633,Zoniferol,Male,12,25,15,50.583557299999995,1,q633-15
1429,q633,Zoniferol,Male,12,25,20,53.28728681,1,q633-20
1430,q633,Zoniferol,Male,12,25,25,55.6831017,1,q633-25
1431,q633,Zoniferol,Male,12,25,30,58.05725257,1,q633-30
1432,q633,Zoniferol,Male,12,25,35,63.1256593,1,q633-35
1433,q633,Zoniferol,Male,12,25,40,68.49863876,2,q633-40
1434,q633,Zoniferol,Male,12,25,45,70.82779631,2,q633-45
1435,q787,Placebo,Male,17,27,0,45.0,0,q787-0
1436,q787,Placebo,Male,17,27,5,47.11661587,0,q787-5
1437,q787,Placebo,Male,17,27,10,48.59386234,1,q787-10
1438,q787,Placebo,Male,17,27,15,49.21773243,2,q787-15
1439,q787,Placebo,Male,17,27,20,50.22993419,2,q787-20
1440,q787,Placebo,Male,17,27,25,52.71318786,2,q787-25
1441,q787,Placebo,Male,17,27,30,55.03620625,2,q787-30
1442,q787,Placebo,Male,17,27,35,60.33385242,3,q787-35
1443,q787,Placebo,Male,17,27,40,62.0341267,3,q787-40
1444,q787,Placebo,Male,17,27,45,66.09647477,3,q787-45
1445,r107,Propriva,Female,2,28,0,45.0,0,r107-0
1446,r107,Propriva,Female,2,28,5,48.51342027,0,r107-5
1447,r107,Propriva,Female,2,28,10,49.18601052,0,r107-10
1448,r107,Propriva,Female,2,28,15,53.09033546,0,r107-15
1449,r107,Propriva,Female,2,28,20,55.263858400000004,0,r107-20
1450,r107,Propriva,Female,2,28,25,57.70666715,1,r107-25
1451,r107,Propriva,Female,2,28,30,58.40647256,1,r107-30
1452,r157,Capomulin,Male,22,25,0,45.0,0,r157-0
1453,r157,Capomulin,Male,22,25,5,45.59706359,0,r157-5
1454,r157,Capomulin,Male,22,25,10,46.05960827,0,r157-10
1455,r157,Capomulin,Male,22,25,15,46.53920617,0,r157-15
1456,r604,Naftisol,Male,7,30,0,45.0,0,r604-0
1457,r604,Naftisol,Male,7,30,5,47.06774448,1,r604-5
1458,r604,Naftisol,Male,7,30,10,48.78655957,1,r604-10
1459,r604,Naftisol,Male,7,30,15,51.07452073,1,r604-15
1460,r604,Naftisol,Male,7,30,20,51.90275292,1,r604-20
1461,r604,Naftisol,Male,7,30,25,52.93685812,1,r604-25
1462,r604,Naftisol,Male,7,30,30,54.68821536,2,r604-30
1463,r604,Naftisol,Male,7,30,35,59.21700015,2,r604-35
1464,r604,Naftisol,Male,7,30,40,60.18611531,2,r604-40
1465,r604,Naftisol,Male,7,30,45,62.67075904,3,r604-45
1466,r701,Naftisol,Male,21,25,0,45.0,0,r701-0
1467,r701,Naftisol,Male,21,25,5,46.88697137,0,r701-5
1468,r701,Naftisol,Male,21,25,10,49.65459636,0,r701-10
1469,r701,Naftisol,Male,21,25,15,52.48480443,0,r701-15
1470,r701,Naftisol,Male,21,25,20,54.11413742,0,r701-20
1471,r701,Naftisol,Male,21,25,25,57.89848998,1,r701-25
1472,r701,Naftisol,Male,21,25,30,60.34181872,1,r701-30
1473,r701,Naftisol,Male,21,25,35,64.73001045,1,r701-35
1474,r701,Naftisol,Male,21,25,40,66.64072178,1,r701-40
1475,r701,Naftisol,Male,21,25,45,69.77854407,1,r701-45
1476,r850,Placebo,Male,5,30,0,45.0,0,r850-0
1477,r850,Placebo,Male,5,30,5,46.86291194,0,r850-5
1478,r850,Placebo,Male,5,30,10,48.51509085,1,r850-10
1479,r850,Placebo,Male,5,30,15,50.21860469,1,r850-15
1480,s121,Infubinol,Male,23,26,0,45.0,0,s121-0
1481,s121,Infubinol,Male,23,26,5,45.63566174,1,s121-5
1482,s121,Infubinol,Male,23,26,10,49.04883479,1,s121-10
1483,s121,Infubinol,Male,23,26,15,50.82456031,2,s121-15
1484,s121,Infubinol,Male,23,26,20,52.0050659,2,s121-20
1485,s121,Infubinol,Male,23,26,25,55.65068132,2,s121-25
1486,s141,Propriva,Male,8,25,0,45.0,0,s141-0
1487,s141,Propriva,Male,8,25,5,45.83113434,0,s141-5
1488,s141,Propriva,Male,8,25,10,47.23569156,0,s141-10
1489,s141,Propriva,Male,8,25,15,49.23234538,1,s141-15
1490,s141,Propriva,Male,8,25,20,51.6216457,1,s141-20
1491,s141,Propriva,Male,8,25,25,53.80437038,1,s141-25
1492,s141,Propriva,Male,8,25,30,55.84141007,1,s141-30
1493,s152,Placebo,Female,4,30,0,45.0,0,s152-0
1494,s152,Placebo,Female,4,30,5,47.459052899999996,1,s152-5
1495,s152,Placebo,Female,4,30,10,52.1816442,2,s152-10
1496,s152,Placebo,Female,4,30,15,57.22498064,2,s152-15
1497,s152,Placebo,Female,4,30,20,62.35160945,2,s152-20
1498,s152,Placebo,Female,4,30,25,64.11914213,2,s152-25
1499,s166,Placebo,Male,19,27,0,45.0,0,s166-0
1500,s166,Placebo,Male,19,27,5,47.18678778,0,s166-5
1501,s166,Placebo,Male,19,27,10,49.00012468,0,s166-10
1502,s187,Propriva,Male,22,25,0,45.0,0,s187-0
1503,s187,Propriva,Male,22,25,5,47.57671761,1,s187-5
1504,s187,Propriva,Male,22,25,10,48.14635121,1,s187-10
1505,s187,Propriva,Male,22,25,15,52.08163225,1,s187-15
1506,s187,Propriva,Male,22,25,20,53.74473406,1,s187-20
1507,s187,Propriva,Male,22,25,25,56.48521984,1,s187-25
1508,s187,Propriva,Male,22,25,30,60.00878263,2,s187-30
1509,s337,Zoniferol,Male,14,27,0,45.0,0,s337-0
1510,s337,Zoniferol,Male,14,27,5,46.84985157,0,s337-5
1511,s337,Zoniferol,Male,14,27,10,47.8944415,0,s337-10
1512,s337,Zoniferol,Male,14,27,15,48.57151582,0,s337-15
1513,s337,Zoniferol,Male,14,27,20,49.20205408,1,s337-20
1514,s337,Zoniferol,Male,14,27,25,50.9706889,2,s337-25
1515,s337,Zoniferol,Male,14,27,30,52.74771768,3,s337-30
1516,s337,Zoniferol,Male,14,27,35,54.81081251,3,s337-35
1517,s337,Zoniferol,Male,14,27,40,56.99481589,4,s337-40
1518,s337,Zoniferol,Male,14,27,45,62.10965102,4,s337-45
1519,s565,Stelasyn,Female,3,29,0,45.0,0,s565-0
1520,s565,Stelasyn,Female,3,29,5,48.24255218,0,s565-5
1521,s565,Stelasyn,Female,3,29,10,52.77752710000001,0,s565-10
1522,s565,Stelasyn,Female,3,29,15,54.32831664,1,s565-15
1523,s565,Stelasyn,Female,3,29,20,57.04618912,1,s565-20
1524,s565,Stelasyn,Female,3,29,25,58.55361079,1,s565-25
1525,s565,Stelasyn,Female,3,29,30,63.66896678,1,s565-30
1526,s565,Stelasyn,Female,3,29,35,64.77657909,2,s565-35
1527,s565,Stelasyn,Female,3,29,40,67.22100698,2,s565-40
1528,s565,Stelasyn,Female,3,29,45,72.58896447,2,s565-45
1529,s619,Stelasyn,Male,22,30,0,45.0,0,s619-0
1530,s619,Stelasyn,Male,22,30,5,46.60226878,0,s619-5
1531,t198,Propriva,Male,22,26,0,45.0,0,t198-0
1532,t198,Propriva,Male,22,26,5,47.46126052,0,t198-5
1533,t198,Propriva,Male,22,26,10,49.00080978,1,t198-10
1534,t198,Propriva,Male,22,26,15,49.781180799999994,2,t198-15
1535,t198,Propriva,Male,22,26,20,51.49073998,3,t198-20
1536,t198,Propriva,Male,22,26,25,56.18466399,3,t198-25
1537,t198,Propriva,Male,22,26,30,56.92497431,3,t198-30
1538,t198,Propriva,Male,22,26,35,57.73594116,3,t198-35
1539,t198,Propriva,Male,22,26,40,59.12995997,4,t198-40
1540,t198,Propriva,Male,22,26,45,64.91136268,4,t198-45
1541,t451,Stelasyn,Male,8,29,0,45.0,0,t451-0
1542,t451,Stelasyn,Male,8,29,5,48.04713882,0,t451-5
1543,t451,Stelasyn,Male,8,29,10,48.95791906,0,t451-10
1544,t451,Stelasyn,Male,8,29,15,49.65278772,0,t451-15
1545,t451,Stelasyn,Male,8,29,20,51.06367793,0,t451-20
1546,t451,Stelasyn,Male,8,29,25,55.52755345,0,t451-25
1547,t451,Stelasyn,Male,8,29,30,59.27582268,0,t451-30
1548,t451,Stelasyn,Male,8,29,35,63.75698964,0,t451-35
1549,t451,Stelasyn,Male,8,29,40,67.65479599,1,t451-40
1550,t451,Stelasyn,Male,8,29,45,68.7116302,1,t451-45
1551,t573,Ceftamin,Female,15,27,0,45.0,0,t573-0
1552,t718,Placebo,Female,10,30,0,45.0,0,t718-0
1553,t718,Placebo,Female,10,30,5,45.92125272,1,t718-5
1554,t718,Placebo,Female,10,30,10,46.39268805,1,t718-10
1555,t718,Placebo,Female,10,30,15,48.08512552,1,t718-15
1556,t718,Placebo,Female,10,30,20,52.6367,2,t718-20
1557,t718,Placebo,Female,10,30,25,55.87658787,3,t718-25
1558,t718,Placebo,Female,10,30,30,57.70411372,3,t718-30
1559,t718,Placebo,Female,10,30,35,60.46389851,3,t718-35
1560,t718,Placebo,Female,10,30,40,61.530398899999994,3,t718-40
1561,t718,Placebo,Female,10,30,45,63.42369517,4,t718-45
1562,t724,Naftisol,Female,2,25,0,45.0,0,t724-0
1563,t724,Naftisol,Female,2,25,5,46.35925829,0,t724-5
1564,t724,Naftisol,Female,2,25,10,50.70389965,0,t724-10
1565,t724,Naftisol,Female,2,25,15,55.58461724,0,t724-15
1566,t724,Naftisol,Female,2,25,20,57.22940914,0,t724-20
1567,t724,Naftisol,Female,2,25,25,59.82606797,1,t724-25
1568,t724,Naftisol,Female,2,25,30,64.2345947,2,t724-30
1569,t724,Naftisol,Female,2,25,35,67.74432795,2,t724-35
1570,t724,Naftisol,Female,2,25,40,69.72832559,2,t724-40
1571,t724,Naftisol,Female,2,25,45,75.11328801,2,t724-45
1572,t994,Placebo,Male,14,30,0,45.0,0,t994-0
1573,t994,Placebo,Male,14,30,5,47.891487100000006,0,t994-5
1574,t994,Placebo,Male,14,30,10,52.614163500000004,1,t994-10
1575,t994,Placebo,Male,14,30,15,53.45863887,1,t994-15
1576,t994,Placebo,Male,14,30,20,56.52795159,1,t994-20
1577,u149,Ceftamin,Male,24,29,0,45.0,0,u149-0
1578,u149,Ceftamin,Male,24,29,5,45.79206792,0,u149-5
1579,u149,Ceftamin,Male,24,29,10,47.40483439,0,u149-10
1580,u149,Ceftamin,Male,24,29,15,48.52237343,0,u149-15
1581,u149,Ceftamin,Male,24,29,20,50.37805789,0,u149-20
1582,u149,Ceftamin,Male,24,29,25,52.92534846,0,u149-25
1583,u153,Ceftamin,Female,11,25,0,45.0,0,u153-0
1584,u327,Ketapril,Male,17,25,0,45.0,0,u327-0
1585,u327,Ketapril,Male,17,25,5,45.69418805,0,u327-5
1586,u327,Ketapril,Male,17,25,10,49.23525948,0,u327-10
1587,u327,Ketapril,Male,17,25,15,50.65996437,0,u327-15
1588,u327,Ketapril,Male,17,25,20,53.18987907,0,u327-20
1589,u327,Ketapril,Male,17,25,25,56.05963409,0,u327-25
1590,u327,Ketapril,Male,17,25,30,57.31407239,0,u327-30
1591,u327,Ketapril,Male,17,25,35,58.08902837,1,u327-35
1592,u327,Ketapril,Male,17,25,40,60.46654541,1,u327-40
1593,u327,Ketapril,Male,17,25,45,66.26880133,2,u327-45
1594,u946,Propriva,Male,5,30,0,45.0,0,u946-0
1595,u946,Propriva,Male,5,30,5,45.9918078,1,u946-5
1596,u946,Propriva,Male,5,30,10,46.73050592,1,u946-10
1597,u946,Propriva,Male,5,30,15,47.67302921,1,u946-15
1598,u946,Propriva,Male,5,30,20,49.11004966,1,u946-20
1599,v199,Naftisol,Female,17,29,0,45.0,0,v199-0
1600,v289,Ketapril,Female,3,26,0,45.0,0,v289-0
1601,v289,Ketapril,Female,3,26,5,46.20446003,0,v289-5
1602,v289,Ketapril,Female,3,26,10,48.13348207,0,v289-10
1603,v289,Ketapril,Female,3,26,15,52.60216564,0,v289-15
1604,v289,Ketapril,Female,3,26,20,54.25005397,0,v289-20
1605,v289,Ketapril,Female,3,26,25,56.72009545,0,v289-25
1606,v295,Naftisol,Female,2,27,0,45.0,0,v295-0
1607,v295,Naftisol,Female,2,27,5,46.11181797,1,v295-5
1608,v295,Naftisol,Female,2,27,10,47.53946216,2,v295-10
1609,v295,Naftisol,Female,2,27,15,50.66605391,2,v295-15
1610,v295,Naftisol,Female,2,27,20,55.73137535,3,v295-20
1611,v295,Naftisol,Female,2,27,25,57.69185918,3,v295-25
1612,v295,Naftisol,Female,2,27,30,59.33377202,3,v295-30
1613,v295,Naftisol,Female,2,27,35,61.89315267,3,v295-35
1614,v295,Naftisol,Female,2,27,40,65.46607444,3,v295-40
1615,v339,Infubinol,Male,20,26,0,45.0,0,v339-0
1616,v339,Infubinol,Male,20,26,5,46.25011212,0,v339-5
1617,v409,Placebo,Female,16,25,0,45.0,0,v409-0
1618,v409,Placebo,Female,16,25,5,46.22079642,0,v409-5
1619,v409,Placebo,Female,16,25,10,50.64903842,1,v409-10
1620,v603,Ketapril,Female,22,30,0,45.0,0,v603-0
1621,v603,Ketapril,Female,22,30,5,46.01600593,0,v603-5
1622,v603,Ketapril,Female,22,30,10,47.8305568,0,v603-10
1623,v603,Ketapril,Female,22,30,15,52.10294744,0,v603-15
1624,v603,Ketapril,Female,22,30,20,53.72124193,0,v603-20
1625,v603,Ketapril,Female,22,30,25,56.07523001,1,v603-25
1626,v603,Ketapril,Female,22,30,30,57.99055378,1,v603-30
1627,v603,Ketapril,Female,22,30,35,63.18943184,1,v603-35
1628,v719,Infubinol,Female,17,30,0,45.0,0,v719-0
1629,v719,Infubinol,Female,17,30,5,47.18836325,0,v719-5
1630,v719,Infubinol,Female,17,30,10,51.49705412,1,v719-10
1631,v719,Infubinol,Female,17,30,15,52.60910758,1,v719-15
1632,v719,Infubinol,Female,17,30,20,54.04860769,1,v719-20
1633,v764,Stelasyn,Female,5,30,0,45.0,0,v764-0
1634,v764,Stelasyn,Female,5,30,5,47.05418474,0,v764-5
1635,v764,Stelasyn,Female,5,30,10,48.18900062,1,v764-10
1636,v764,Stelasyn,Female,5,30,15,49.41262418,2,v764-15
1637,v766,Infubinol,Male,16,27,0,45.0,0,v766-0
1638,v766,Infubinol,Male,16,27,5,48.15125091,1,v766-5
1639,v766,Infubinol,Male,16,27,10,50.36310988,1,v766-10
1640,v766,Infubinol,Male,16,27,15,51.54243058,1,v766-15
1641,v835,Naftisol,Male,7,29,0,45.0,0,v835-0
1642,v835,Naftisol,Male,7,29,5,47.15601071,0,v835-5
1643,v835,Naftisol,Male,7,29,10,48.96591797,0,v835-10
1644,v835,Naftisol,Male,7,29,15,50.54520646,1,v835-15
1645,v835,Naftisol,Male,7,29,20,51.29654266,2,v835-20
1646,v989,Placebo,Male,4,25,0,45.0,0,v989-0
1647,v989,Placebo,Male,4,25,5,48.85813451,0,v989-5
1648,v989,Placebo,Male,4,25,10,52.61468889,1,v989-10
1649,v991,Propriva,Female,10,30,0,45.0,0,v991-0
1650,v991,Propriva,Female,10,30,5,49.21432799,1,v991-5
1651,v991,Propriva,Female,10,30,10,52.6449057,1,v991-10
1652,v991,Propriva,Female,10,30,15,54.588591,1,v991-15
1653,v991,Propriva,Female,10,30,20,57.74069459,2,v991-20
1654,v991,Propriva,Female,10,30,25,60.01674733,2,v991-25
1655,v991,Propriva,Female,10,30,30,62.74364308,3,v991-30
1656,v991,Propriva,Female,10,30,35,63.89531294,4,v991-35
1657,v991,Propriva,Female,10,30,40,64.8511286,4,v991-40
1658,v991,Propriva,Female,10,30,45,70.16774899,4,v991-45
1659,w140,Zoniferol,Female,19,30,0,45.0,0,w140-0
1660,w140,Zoniferol,Female,19,30,5,47.71795156,0,w140-5
1661,w151,Ceftamin,Male,24,25,0,45.0,0,w151-0
1662,w151,Ceftamin,Male,24,25,5,45.54607595,1,w151-5
1663,w151,Ceftamin,Male,24,25,10,46.50147609,1,w151-10
1664,w151,Ceftamin,Male,24,25,15,47.24292865,1,w151-15
1665,w151,Ceftamin,Male,24,25,20,49.55426295,2,w151-20
1666,w151,Ceftamin,Male,24,25,25,51.869058700000004,2,w151-25
1667,w151,Ceftamin,Male,24,25,30,56.76715821,2,w151-30
1668,w151,Ceftamin,Male,24,25,35,58.33914095,2,w151-35
1669,w151,Ceftamin,Male,24,25,40,62.18795039,2,w151-40
1670,w151,Ceftamin,Male,24,25,45,67.52748237,3,w151-45
1671,w167,Placebo,Female,6,28,0,45.0,0,w167-0
1672,w167,Placebo,Female,6,28,5,48.78627194,0,w167-5
1673,w167,Placebo,Female,6,28,10,51.82640965,0,w167-10
1674,w167,Placebo,Female,6,28,15,53.90048909,0,w167-15
1675,w167,Placebo,Female,6,28,20,57.54815669,0,w167-20
1676,w167,Placebo,Female,6,28,25,61.86857673,0,w167-25
1677,w167,Placebo,Female,6,28,30,67.19787186,0,w167-30
1678,w167,Placebo,Female,6,28,35,68.13428817,0,w167-35
1679,w193,Infubinol,Male,22,30,0,45.0,0,w193-0
1680,w193,Infubinol,Male,22,30,5,45.49385802,0,w193-5
1681,w193,Infubinol,Male,22,30,10,48.34655046,0,w193-10
